unique.pubchem,unique.drugid,CCLE.drugid,CGP.drugid,GRAY.drugid,GSK.drugid,NCI.drugid
386367,,,,,,3-(4-chloro-phenoxy)-4-phenyl-7-acetoxy-coumarin
386384,,,,,,l-lys-l-p-no2phe-l-ala-l-p-no2phenh2
386463,,,,,,"phosphonium, ethyldiphenyl(phenylethynyl)-, iodide"
386476,,,,,,"2-cyclobuten-1-one, 4,4-dichloro-2,3-diphenyl-"
386477,,,,,,"1-cyclobuten-3-one, 4,4-dichloro-1-pentyl-"
386483,,,,,,fiau
386488,,,,,,2'-azido-2'-deoxycytidine
386489,,,,,,2'-azido-2'-deoxyuridine
386576,,,,,,"1,8-phthyridin-4(1h)-one, 2-(4-fluorophenyl)-5-methyl-"
386577,,,,,,"1,8-phthyridin-4(1h)-one, 2-(4-fluorophenyl)-6-methyl-"
386586,,,,,,"1,8-phthyridin-4(1h)-one, 2-(3-chlorophenyl)-"
386587,,,,,,"1,8-phthyridin-4(1h)-one, 2-(3-chlorophenyl)-5-methyl-"
386588,,,,,,"1,8-phthyridin-4(1h)-one, 2-(3-chlorophenyl)-6-methyl-"
386721,,,,,,"n-[4-(2-pyrrolidinoethoxy)phenyl]-3-nitro-1,8-phthalimide"
386722,,,,,,"n-[2,4-dinitro-1-anilino]-3-nitro-1,8-phthalimide"
386752,,,,,,2-ethoxy-6-keto-estradiol
386773,,,,,,"1-cyano-7-[3-oxo-butyl]-2,3,7-triazabicyclo[3.3.0]oct-2-ene"
386859,,,,,,boc-leu-ser(oet)-nh2
386865,,,,,,boc-phe-phe-ala-obzl
386867,,,,,,boc-gly-leu-met-nme2
386869,,,,,,boc-gly-phe-leu-oet
386870,,,,,,z(ome)-gly-d-ala-phe-obzl
386917,,,,,,"5,8-quinolinedione, 7-[(2,2-diphenylethyl)amino]-"
386922,,,,,,ochraceolide a
387004,,,,,,"benzenepropanoic acid, 2,5-dihydroxy-, 2-phenylethylester"
387042,,,,,,adaphostin
387116,,,,,,"1,8-phthyridin-3-amine, 2,7-dichloro-5-methyl-"
387176,,,,,,[(5-oxo-5h-benzocyclohepten-4-yl)oxy]acetic acid
387179,,,,,,"salicylaldehyde, 5-bromo- (8ci)"
387182,,,,,,"n-methyl-2,3,8-trimethoxybenzo[c]phenthridinium iodide"
387184,,,,,,picramnioside c
387188,,,,,,"1-penten-4-yn-3-one, 5-(2,4-dimethoxypyrimidin-5-yl)-"
387352,,,,,,"acetic acid, [1,4,7,10-tetraazacyclododecane-1,7-diyl]bis"
387397,,,,,,antcin b
387460,,,,,,"1,3-diphenyl-4-phosphoranylideneamino-uracil"
387467,,,,,,"1,3,6-triphenyl-oxazolo(5,4-d)pyrimidin-2',4(1h,3h)-dion"
387473,,,,,,4'-azido-3-nitro-1-methyl-2-quinolone
387478,,,,,,"2,3-diazido-phelen-1-on"
387480,,,,,,"1,3-dimethyl-5-nitro-4-phosphoranylideneamino-uracil"
387483,,,,,,1-azido-2-acetyl-benzo(ii)quinolizin-3-one
387486,,,,,,"9-chlor-2-phenyl-oxazolo(4,5-c)quinolin-4-one"
387541,,,,,,"uracil, 1-(1-adamantylcarboxamido)-5-fluoro-"
387647,,,,,,Camptothecin Derivative
387651,,,,,,Camptothecin Derivative
387661,,,,,,"2,3,17.beta.-triacetyloxyestra-1,3,5(10)-triene"
3877,,,,,,bch-189
387769,,,,,,"benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2,7-dinitro-"
38777,,,,,,Soluble Baker's Antifol
387770,,,,,,"benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-nitro-"
387771,,,,,,"benzo[1,2-b:4,5-b']dithiophene, 4,8-diethoxy-"
3879,,,,,,allocor
387914,,,,,,methyl isonuapauanoate
387948,,,,,,"aniline, 2-bromo-4-(2-benzothiazolyl)-"
387950,,,,,,2-(4-amino-3-chlorophenyl)benzothiazole
387973,,,,,,3-(4-fluorophenyl)-3-(4-hydroxy-2-methylphenyl)phthalide
387979,,,,,,aurantimycin b
387981,,,,,,kumusine
387996,,,,,,"1-pentanol, 5-(9-acridinylamino)-"
388008,,,,,,"2-(1-propynyl)-3,17.beta.-estradiol"
388023,,,,,,"benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-acetyl-"
388027,,,,,,"benzo[1,2-b:5,4-b']dithiophene-4,8-dione, 2,5-diacetyl-"
388028,,,,,,"benzo[1,2-b:5,4-b']dithiophene-4,8-dione, 2-acetyl-"
388030,,,,,,tetra-p-anisidyl-oxalamidine
388033,,,,,,"thiazolo[4,5-d]pyridazine, 4-chloro-2-phenyl-"
388044,,,,,,"2,4-diethoxyestra-1,3,5(10)trien-3,17.beta.-diol"
388098,,,,,,cardenolide 2
388134,,,,,,"2,4,16-tribromoestra-1,3,5(10)-trien-3-ol-17-one"
388300,,,,,,withafastuosin d diacetate
388301,,,,,,"benzo[1,2-b:4,5-b']-dithiophene-4,8-dione, 2,6-dinitro-"
388303,,,,,,"benzo[1,2-b:4,5-b']dithiophene-4,8-diol, dipropiote"
388305,,,,,,"5,8-quinolinedione, 2-methyl-"
388354,,,,,,2-(p-toluene sulfonyl)-l-glutamic acid hydrazide
388355,,,,,,2-(p-toluene sulfonyl)-l-glutamic acid phenyl hydrazide
38845,,,,,,"nitidine, methoxydihydro"
3885,,,,,,Lapachone
388671,,,,,,"estra-1,3,5(10)-triene-3,6,17.beta.-triol, 2-ethoxy-"
388732,,,,,,"9h-quino[4,3,2-de][1,10]phenthrolin-9-one, 5-methoxy-"
388733,,,,,,"9h-quino[4,3,2-de][1,10]phenthrolin-9-one, 10-methoxy-"
388734,,,,,,"5h-quino[6,7,8-ij][2,7]phthridin-5-one"
388844,,,,,,"1h-imidazole-4-carboxamide, 5-thiocyato-"
388876,,,,,,"7h-5,6-dithioleno[4,3-d]uracil"
388906,,,,,,"methanethione, bis(4-methyl-1-piperazinyl)-"
388985,,,,,,1-(4'-phthalimidopropyl-carbonyl)-5-fluorouracil
388992,,,,,,"2-ethoxy-6,7-dehydroestra-1,3,5(10)-trien-3,17.beta.-diol"
388993,,,,,,"methyl 4-[2-[4-bromo-2,5-dihydroxyphenyl]ethyl]benzoate"
389017,,,,,,22-hydroxytingenone
389064,,,,,,"5,8-quinolinedione, 2-chloro-6-methoxy-4-methyl-7-propyl-"
38911,,,,,,ciclopirox olamine(usan)
389286,,,,,,noac
389288,,,,,,"isopropyl 4-[2-[4-bromo-2,5-dihydroxyphenyl]ethyl]benzoate"
389321,,,,,,3-chloromethyl-6-hydroxyamino-1-(methanesulfonyl)indoline
389377,,,,,,"2,6-dihydroxy-9-(5'-nitropyridine)-9h-purine"
3894,,,,,,Lavendustin A
389710,,,,,,Aminoflavone
389767,,,,,,"purino[7,8-a]quizoline-5,9,11-trione, 6,8,10-trimethyl-"
389885,,,,,,salvilenone
3899,,,,,,Leflunomide
389971,,,,,,"3,4-dimethylbenzo[g]quinoline-4,10-dione"
390166,,,,,,"acridine, 9-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]-"
390520,,,,,,artocarpetin a
390547,,,,,,"1-benzyloxymethyl-6-nitro-2,4(1h,3h)-quizolinedione"
390550,,,,,,"3-benzyloxymethyl-5-bromo-4(3h)-quizalone, hydrochloride"
390616,,,,,,cyclo(d-glu-d-arg-l-trp-d-glu-d-asp)
390665,,,,,,isopintal
390666,,,,,,"7,8-dehydrocalotropin"
390892,,,,,,acriflavine hydrochloride
390986,,,,,,calcein am
390989,,,,,,"1h-pyrido[4,3,2-mn]thiazolo[4,5-b]acridin-9-one"
391020,,,,,,conyzenol-19-succite
391132,,,,,,"acetophenone, 4'-[[2,5-dihydroxyphenyl)methyl]amino]-"
391209,,,,,,"6h-pyrido[2,3,4-kl]acridin-6-one, 4-methoxy-"
391305,,,,,,antineoplastic-690268
391306,,,,,,antineoplastic-690269
391307,,,,,,antineoplastic-690270
391308,,,,,,antineoplastic-690271
391317,,,,,,15-oxozoapatlin
391578,,,,,,(-)-avarol
392175,,,,,,5-hydroxy-dehydroiso-.alpha.-lapachone
392389,,,,,,callipeltin a
392619,,,,,,"2-(5-methoxy-1-methyl-4,7-dioxoindol-3-yl)-4-methylthiazole"
392620,,,,,,"2-(5-amino-1-methyl-4,7-dioxoindol-3-yl)-4-methylthiazole"
392621,,,,,,"4-(5-methoxy-1-methyl-4,7-dioxoindol-3-yl)-2-methylthiazole"
392622,,,,,,Ritovir
3926765,,,,,,M-AMSA
392732,,,,,,elisabethasin a
392793,,,,,,"3,3'-bi-1h-indole, 2,2'-dipropyl-"
392839,,,,,,n-(3-tosylthiophen-2-yl)benzamide
392859,,,,,,"8-quinolinol, 7-[(1-pyrrolidinyl)methyl]-, dihydrochloride"
392893,,,,,,"phtho[2,3-b]thiophene-4,9-dione, 2-acetyl-"
392894,,,,,,"phtho[2,3-b]thiophene-4,9-dione, 3-acetyl-"
392895,,,,,,"phtho[2,3-b]thiophene-4,9-dione, 2,7-diacetyl-"
392916,,,,,,"benzenemethanol, 2-amino-3,5-dimethyl-"
393038,,,,,,4-chloro-5-nitro-1h-indazole
393099,,,,,,4-[n-(4-amino-4-deoxy-n10-methylpteroyl)aminobutanoic acid
393101,,,,,,"2,4-diamino-7-(4-chloroanilino)methylpteridine"
393104,,,,,,"benz[b]acridine-6,11-dione, 12,12'-(3,5-pyridinediyl)bis-"
393111,,,,,,BN-2629
3933957,,,,,,"carbanilide, n-benzylthio- (8ci)"
393461,,,,,,asimicinone
393462,,,,,,trilobacinone
393466,,,,,,longimicin a
393467,,,,,,longimicin d
393471,,,,,,annocin a
393472,,,,,,muricatetrocin b
393476,,,,,,squamone
393532,,,,,,amino mmi-s02 ci
393538,,,,,,amino mbf-cl
393632,,,,,,"1h-quinoxalin-2-one, 3-(bromomethyl)-7-(trifluoromethyl)-"
393649,,,,,,"benzo[1,2-b:4,5-b']dithiophene-4,8-diol, diacetate"
393670,,,,,,ethyl 3-nitroanthranilate
393732,,,,,,"2-propyn-1-one, 3-(2,4-dimethoxy-5-pyrimidinyl)-1-phenyl-"
393791,,,,,,"n-(4-amino-4-deoxy-n10-methypteroyl)-d,l-homocysteic acid"
3938248,,,,,,thioguanosine
393901,,,,,,"1h-1,4,7-triazonine-1,4-diacetic acid, octahydro-"
393955,,,,,,nitro-mbf-cl
393956,,,,,,nitro mbf-so2-cl
393957,,,,,,nitro mmi-cl
394229,,,,,,taylor d
394230,,,,,,taylor e
394346,,,,,,"6-methyl-2-[(2,4-dinitrophenyl)thio]-4-(1h)-pyrimidinone"
394347,,,,,,RH1
394397,,,,,,tizoxanide
394449,,,,,,2-nitro-5-p-toluenesulfonylfuran
394476,,,,,,"cu(ii)2(3,5-diisopropylacetyl salicylate).2h2o"
394648,,,,,,"4,4'-dimethoxy-2,5-dienone"
394652,,,,,,"5'-formyl-2,5-bis(2'-selenyl)-n-methylpyrrol"
394653,,,,,,"5'-hydromethyl-2,5-bis-(2'selenyl)-n-methylpyrrol"
3950,,,,,,Lomustine
395002,,,,,,5-acetoxypalisadin b
395053,,,,,,1-(benzyloxymethyl)-5-(4-bromophenylamino)uracil
395054,,,,,,1-(2-phenoxyethyl)-5-(phenylamino)uracil
395056,,,,,,"1,3-di(2-phenoxyethyl)-5-(2-methylphenylamino)uracil"
395057,,,,,,1-(2-phenoxyethyl)-5-(3-methylphenylamino)uracil
395058,,,,,,"1,3-di(2-phenoxyethyl)-5-(3-methylphenylamino)uracil"
395188,,,,,,epidoxoform
395229,,,,,,"acetonitrile, 2-benzothiazolyl(2-chloro-4-pyrimidinyl)-"
395426,,,,,,roserine
395433,,,,,,"5,8-dimethoxy-4-methylquinoline"
395475,,,,,,diazomide a
395619,,,,,,norhomohalichondrin b
395620,,,,,,"homohalichondrin b diacetate 19,26-diketone"
395622,,,,,,homohalichondrin b aldehyde
395624,,,,,,homohalichondrin b 26-diol
3957,,,,,,Loratadine
395705,,,,,,"2-methylaminoestra-2,5(10)-dien-1,4,17-trione"
395706,,,,,,"10.beta.-hydroxy-17.beta.-acetoxyestra-1,4-dien-3-one"
395745,,,,,,"1h-phenthro[9,10-d]imidazole, 4,11-dimethoxy-"
395755,,,,,,ptilomycalin a format salt
395803,,,,,,trapoxin b
395859,,,,,,"4h-cyclopenta[c]thiophen-4-one, 1,3-dichloro-"
395928,,,,,,"aceanthryleno[1,2-b]quinoxaline, 12-nitro-"
396286,,,,,,"4h,9h-phtho[2,3-b]furan-2-carboxaldehyde, 4,9-dioxo-"
396287,,,,,,"phtho[2,3-b]furan-4,9-dione, 2-bromo-"
396306,,,,,,"4(3h)-quizolinone, 2,2'-thiobis[3-amino-"
396354,,,,,,"7-epi-3,4-bis-nor-dolastatin 11"
396365,,,,,,bipintin h
396366,,,,,,bipintin i
396573,,,,,,"3,5'-diformyl-2,5-bis-(2'-thienyl)-pyrrol"
396684,,,,,,cartilagineol
396685,,,,,,mailione
396813,,,,,,4-(5-fluorobenzo[d]thiazol-2-yl)-2-methyl aniline
397016,,,,,,2-(4-amino-3-methylphenyl)-7-hydroxybenzothiazole
397074,,,,,,"2h-1-benzopyran-2-one, 3-(5-phenyl-1,3,4-thiadiazol-2-yl)-"
397084,,,,,,"2h-1-benzopyran-3-carboxamide, 2-imino-n-(2-thiazolyl)-"
397086,,,,,,"2h-1-benzopyran-3-carboxamide, 2-imino-n-(1-adamantyl)-"
397216,,,,,,"indolo[3,4-d]benzazepin-6(5h)-one, 9-cyano-7,12-dihydro-"
3973,,,,,,LY-294002
397427,,,,,,ap5p197
397482,,,,,,"1h-benzo[a]carbazole-1,4(11h)-dione, 11-(2-nitrophenyl)-"
397485,,,,,,kuanoniamine c
397486,,,,,,faradiol
397551,,,,,,"1h-indole, 5-bromo-3-[2-(2-pyridinyl)-4-thiazolyl]-"
397601,,,,,,"1,2-bis[bis(2-methylthiophenyl)phosphino]ethane"
397856,,,,,,remangilone c
397877,,,,,,"3,4-seco-d:b-friedobacchara-4,21-dien-3.beta.-ol"
397878,,,,,,"3,4-seco-d:b-friedobacchara-4,21-dien-3.beta.-ol acetate"
397887,,,,,,Indenoisoquinoline derivative
397904,,,,,,"1,6-bis[4-(4-aminophenoxy)phenyl]diamantane"
397906,,,,,,"1,6-bis[4-(3-hydroxy-4-aminophenoxy)phenyl]diamantane"
397908,,,,,,"1,3-bis[4-(4-aminophenoxy)phenyl]adamantane"
397910,,,,,,"1,3-bis[4-(3-hydroxy-4-aminophenoxy)phenyl]adamantane"
397928,,,,,,tortuosine
397932,,,,,,arnidiol
398038,,,,,,cadambine
398040,,,,,,"(8-8a),(8'-8'a)-tetradehydroisocalycanthine 3'a(r),3'a(r)"
398123,,,,,,n-methyl-2-(2-hydroxybutyl)-6-(2-hydroxypentyl)-piperidine
398148,,,,,,"2,6-diamino-4-cyclohexylmethoxy-5-nitrosopyrimidine"
398149,,,,,,2-amino-6-cyclohexylmethoxy-n(sup 9)-methylpurine
398330,,,,,,"piperazine-2,2,5,5-tetracarbonitrile, 3,6-dipropyl-"
398464,,,,,,cbz-[lys3]-didemnin b
398525,,,,,,3-bromoacetamido-benzoylurea
398526,,,,,,3-iodoacetamido-benzoylurea
398527,,,,,,4-bromoacetamido-benzoylurea
398528,,,,,,3-chloroacetamido-benzoic acid ethyl ester
398529,,,,,,3-bromoacetamido-benzoic acid ethyl ester
398530,,,,,,3-iodoacetamido-benzoic acid ethyl ester
398555,,,,,,"pancratistatin,1-o-(3-hydroxybutyryl)-"
398556,,,,,,1-o-(3-o-.beta.-d-glucopyranosylbutyryl)pancratistatin
398641,,,,,,bulbophyllanthrone
398788,,,,,,dehydroglaucine
398793,,,,,,neferine
398800,,,,,,cimiaceroside a
398933,,,,,,Camptothecin Derivative
398936,,,,,,flexinine
398943,,,,,,decipidone
39914,,,,,,massoia lactone
399180,,,,,,23-o-acetylshengmanol xyloside
399181,,,,,,"(24s)-24-o-acetyl,-7,8-didehydroshengmanol xyloside"
399203,,,,,,6-hydroxyundulatine
399208,,,,,,cirensenoxide g
399246,,,,,,landomycin e
399374,,,,,,digitonin
399421,,,,,,obtusol
399425,,,,,,1-decarboxy-3-oxo-ceanothic acid
399457,,,,,,PX-316
399488,,,,,,artelastin
399491,,,,,,artocarpesin
399493,,,,,,bryodulcosigenin
399494,,,,,,cabenoside d
399587,,,,,,AFP464
399698,,,,,,n-bromoacetyltryptamine
399961,,,,,,"3,3-bis[4-(4-aminoiphenoxy)phenyl]diamantane"
399962,,,,,,"3,3-bis[4-(4-amino-3-hydroxyphenoxy)phenyl]diamantane"
399965,,,,,,"2,2-bis(4-aminophenyl)adamantane"
399966,,,,,,"2,2-bis[4-(4-aminophenoxy)phenyl]adamantane"
399967,,,,,,"1,3-bis(4-aminophenyl)adamantane"
400072,,,,,,1'-acetoxychavicol acetate
400167,,,,,,2-(4-amino-3-mehtylphenyl)-7-fluorobenzothiazole
400168,,,,,,"2-(4-amino-3-methylphenyl)-5,6-difluorobenzothiazole"
400452,,,,,,bromodeoxytopsentin
400460,,,,,,didemnin b aminomethylene
400461,,,,,,10-amino-7-trimethylsilylethylcamptothecin
400499,,,,,,"phosphine, [2-(dipyridinylphosphino)ethyl]diphenyl-"
400501,,,,,,ambewelamide a
400502,,,,,,sodagnitin a
400503,,,,,,sodagnitin c
400530,,,,,,"1,2 benzo-8-(1-hydroxy-2-methylamino propane)-3-phenoxazone"
400577,,,,,,"benzotriazole, 1-(p-methoxyphenylethynyl)"
400634,,,,,,10-(diiodomethylene)-9(10)-phenthrenone
400719,,,,,,crambescidin 800 trihydrochloride
400721,,,,,,triacetyl crambescidin 800 hydrochloride
400769,,,,,,Bardoxolone Methyl
400843,,,,,,"2-butyne, 1,4-bis(phenylsulfonyl)-"
401057,,,,,,Rebimastat
401172,,,,,,dehydrotamandarin-a
401296,,,,,,funkiosid h
401298,,,,,,purpureagitosid
401426,,,,,,11-hydroxyusambarine chlorhydrate
401429,,,,,,pervilleanone
401430,,,,,,3'-o-demethylpervilleanone
401571,,,,,,"benzoxazole, 5-chloro-2-(chloromethyl)-"
4016,,,,,,mastoparan
401659,,,,,,"2-methoxyestra-2,5(10)-dien-1,4,17-trione"
401660,,,,,,"17.beta.-hydroxy-2-methoxyestra-2,5(10)-dien-1,4-dione"
402519,,,,,,rogiolol
402595,,,,,,11-hydroxyvittatine
402598,,,,,,pancracine
402633,,,,,,n-benzyl-indole-3-carbinol
40304,,,,,,fagaronine chloride
4033,,,,,,Mechlorethamine
4033014,,,,,,"sangivamycin, 6-aminothio-"
403336,,,,,,"2-[(phenylamino)methyl]benzene-1,4-diol"
403337,,,,,,"methyl 5-[2-(2,5-dimethoxyphenyl)ethynyl]-2-methoxybenzoate"
403768,,,,,,ma'iliohydrin
403771,,,,,,6a-hydroxysalvinolone
403789,,,,,,"1-(phenylethynyl)-1,2-benziodazole-3-(1h)-one"
403790,,,,,,3-(methyl-s-glutathionyl)oxindole-diethyl ester
403815,,,,,,6-prenylchrysoeriol
403919,,,,,,bisabolene peh-iii g3
403983,,,,,,s-(dimethylarsino)-thiomercaptosuccinic acid
403993,,,,,,"3-acetyl-6-hydroxy-4-phenylbenzo[4,5]furo[2,3-b]pyridine"
404144,,,,,,4-fluoro-2-(4-amino-3-cyanophenyl)benzothiazole
404145,,,,,,6-fluoro-2-(4-amino-3-cyanophenyl)benzothiazole
404146,,,,,,2-(4-amino-3-(phenylacetylenyl)phenyl)benzothiazole
404147,,,,,,2-(4-amino-3-(trimethylsilylaceylenyl)phenyl)benzothiazole
404207,,,,,,"1-(4-nitrophenyl)-3-methyl-6,7-methylenedioxy-isoquinoline"
404215,,,,,,"2.beta.,3.beta.-epoxyestr-5(10)-en-1,4,17-trione"
404331,,,,,,cis-n-(1'-phenyl)-3-acetoxy-4-phenthrenyl-2-azetidinone
404386,,,,,,oncocalyxone a
404563,,,,,,"3,3',5,5'-tetramethyl-n,n-bis(pyrazol-1-ylmethyl)aniline"
404571,,,,,,"3-(3-hydroxy-4-methoxybenzyl)-5,7-dihydroxychroman-4-one"
404572,,,,,,"3-(4-hydroxybenzyl)-5,7-dihydroxy-6-methoxychroman-4-one"
404573,,,,,,"3-(4-methoxybenzyl)-5,7-dimethoxychroman-4-one"
404586,,,,,,"2-[4-(methoxy)phenoxy]-3-phenyl-5,7-diamminoquinoxaline"
404608,,,,,,"3,4-diacetoxyestra-1,3,5(10),9(11)-tetraen-17-one"
404631,,,,,,"3.beta.-preg-5,20-diene-.beta.-d-xylopyranoside"
404646,,,,,,"1.beta.,2.alpha.,3.beta.,11.alpha.,-tetrahydroxy-urs-12-ene"
404696,,,,,,"5-(p-chlorophenyl)-6,7-dihidrotieno(2,3-c)pyridin-7-one"
404725,,,,,,6-iodo-3-(phenylamino)-2-(2-thieny)-3h-quizolin-4-one
404775,,,,,,4-ethylthio-6-iodo-2-(2-thienyl)quizoline
404813,,,,,,2-s-dimethylarsino-2-thiobenzoic acid
404835,,,,,,o-methyl antimycin a1
404838,,,,,,tremulacin
404854,,,,,,"5-hydroxy-6, 7-dimethoxy-3-(4'-hydroxybenzyl)-4-chromanone"
404859,,,,,,"1,4-di-n-oxide-2-acethyl-3-bromomethylquinoxali"
404937,,,,,,"3-acetoxymethyl-1-methyl-5-methoxyindole-4,7-dione"
404979,,,,,,protoleucomelone
404981,,,,,,sarcodonin peracetate
404991,,,,,,5-fluoro-2-(3-hydroxyphenyl)benzothiazole
404992,,,,,,5-fluoro-2-(3-hydroxy-4-methoxy)benzothiazole
404996,,,,,,"5-fluoro-2-(3,5-dimethoxyphenyl)benzothiazole"
405007,,,,,,4-benzothiazol-2-yl-2-ethynyl-phenylamine
405069,,,,,,dariparsin pyridinium hyrochloride
405098,,,,,,(-)-dibenzylnortrachelogenin
405100,,,,,,"8,8'-(3,3'-dimethoxybenzyl)-8-hydroxy-butyrolacton"
405167,,,,,,n-(4-fluoro-3-nitrophenyl)sydnone
405169,,,,,,n-(4-chloro-3-nitrophenyl)sydnone
405235,,,,,,"2-(3',3'-dimethylbut-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"
405236,,,,,,"2-(5'-cyanopent-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"
405237,,,,,,"2-cyclohexylethynyl-4,6-dimethoxy-1,3,5-triazine"
405239,,,,,,"2-(4'-hydroxypent-1'-ynyl)-4,6-dimethoxy-1,3,5-triazine"
405263,,,,,,"pyrido[1',2':1,2]pyrimido[4,5-b]indole, 12-propyl"
405305,,,,,,3-chloro-4-(4-chlorophenyl)-5h-furan-2-one
405315,,,,,,2-(4-ethylpiperazinyl)3-p-methoxybenzoyl quinoxaline
405328,,,,,,"8,11-dichlorocryptolepine hydrochloride"
405330,,,,,,"6,7-difluorocryptolepine hydrochloride"
405421,,,,,,Saquivir Mesylate
405448,,,,,,dabequine
4055,,,,,,kipca
405501,,,,,,maleimide carbazole
405502,,,,,,maleimide carbazole
405572,,,,,,"4,6-diethylthiopyrazolo[3,4-d]pyrimidine"
405580,,,,,,"4-amino-6-ethylthio-1-methylpyrazolo[3,4-d]pyrimidine"
405595,,,,,,"6-ethylthio-4-morpholinopyrazolo[3,4-d]pyrimidine"
405596,,,,,,"4-amino-1-methyl-6-piperidinopyrazolo[3,4-d]pyrimidine"
405626,,,,,,"2-(4-chloro-benzyl)-1h-phth[2,3-d]imidazole"
405627,,,,,,"2-(3,4-dichloro-benzyl)-1h-phth[2,3-d]imidazole"
405628,,,,,,"2-(4-trifluoromethyl-benzyl)-1h-phth[2,3-d]imidazole"
405659,,,,,,"6-benzylthio-4-morpholinopyrazolo[3,4-d]pyrimidine"
405722,,,,,,"2,4-dimethoxy-6-(3'-fluorophenyl)-1,3,5-triazine"
405748,,,,,,4-(3-carboxy-quinoxalin-2-yl)-oxyphenylacetyl acid
405750,,,,,,4-(3-phenylquinoxalin-2-yl)-oxyphenylacetic acid
405769,,,,,,"4-chloro-6,7-dimethoxy-2-(2-thienyl)quizoline"
405774,,,,,,6-bromo-4-[(3-bromophenyl)amino]-2-(2-thienyl)quizoline
405826,,,,,,"1-(2,3-dichlorophenyl)-3,4,4-trichloro-but-3-en-1-one"
405828,,,,,,"3,3,4,4,4-pentachloro-1-phenylbutan-1-one"
405832,,,,,,"4,4-bis(3,5-dimethylpyrazole)-1,1-dichloro-but-3-ene-2-one"
405834,,,,,,"n-phenyl-3,4,4-trichlorobut-3-emide"
40586,,,,,,omycin
405931,,,,,,"1-chloro-5-methyl-indenopyrrol[2,3-d]pyridazine"
405972,,,,,,iodide
405974,,,,,,iodide
405976,,,,,,iodide
406017,,,,,,"5-benzyl-5,6,7,8-tetrahydro-indeno[1,2-b]indole-9,10-dione"
406027,,,,,,"1,4-di-n-oxide-2-etoxycarbonyl-3-trifluormethylquinoxaline."
406081,,,,,,methyl 5-chloropyrazinoate
406083,,,,,,5-chloro-pyrazine-2-carboxylic acid tert-butyl ester
406084,,,,,,5-chloro-pyrazine-2-carboxylic acid hexylamide
406085,,,,,,5-chloro-pyrazine-2-carboxylic acid benzylamide
406195,,,,,,"2-[(2-thiazolyl)amino]ethyl-3,5,6-trichlorohydroquinone"
406197,,,,,,"2-[2-(6-quinolinylamino)ethyl]-3,5,6-trichlorohydroq1uinone"
406205,,,,,,phenylpyrimidine
406207,,,,,,phenylpyrimidine
406212,,,,,,phenylpyrimidine
406245,,,,,,"3-(2,5-dimethoxy-phenylsulfanyl)-1,3-diphenyl-propan-1-one"
406270,,,,,,pyrazol-f
406276,,,,,,aminopyrimidine-f
406278,,,,,,aminopyrimidine-ch3
406328,,,,,,"3-(3,4-dimethoxyphenyl)-8-methoxyisocoumarin"
406333,,,,,,3-bromo-4-(3-chloro-4-methoxyphenyl)-2(5h)-furanone
406395,,,,,,ethyl 4-diethylamino-5-phenyl-1h-pyrazole-3-carboxylat
406459,,,,,,"2-(4-phenylsulfanyl-benzyl)-1h-phth[2,3-d]imidazole"
406462,,,,,,"6-hydroxy-3-methoxy-4-phenylbenzo[4,5]furo[2,3-b]pyridine"
406475,,,,,,"s-(dimethylarsino)-3-mercapto-1,2-propanediol"
406476,,,,,,"s-(diethylarsino)-3-mercapto-1,2-propanediol"
406477,,,,,,"s-(dipropylarsino)-3-mercapto-1,2-propanediol"
406478,,,,,,"s-(diisopropylarsino)-3-mercapto-1,2-propanediol"
406479,,,,,,"s-(dimethylarsino)-3-mercapto-1,2-propyl diacetate"
406480,,,,,,"s-(dimethylarsino)-3-mercapto-1,2-propyl dinonoate"
406481,,,,,,"s-(dimethylarsino)-3-mercapto-1,2-propyl dibenzoate"
406495,,,,,,yliedene dicyano
406496,,,,,,cyano pyridine -p-ch3
406497,,,,,,cyanopyridine - och3
406532,,,,,,pyrazolines
406582,,,,,,"5-benzyl-9-hydroxy-5h-indeno[1,2-b]indol-10-one"
406608,,,,,,"1,4-di-n-oxide-2-acethyl-3-trifluoromethylquinoxaline"
406614,,,,,,"1-methyl-1h-4,5,6,7,8-pentahia-1-aza-azulene"
406624,,,,,,"2-[(3,4-dimethoxy)anilino]-3-phenyl-5,7-diaminoquinoxaline"
406685,,,,,,"4-amino-6-butylmercaptopyrazolo[3,4-d]pyrimidine"
406689,,,,,,"4-amino-6-ethylmercapto purazolo[3,4-d]pyrimidine"
406693,,,,,,"4-amino-6-benzyloxypyrazolo[3,4-d]pyrimidine"
406781,,,,,,1-(3-fluoro-phenyl)-4-phenyl-1h-pyrimidine-2-thione
406930,,,,,,phenylpurine phosphoroamidate ester
407582,,,,,,adigal
407583,,,,,,latoside b
407617,,,,,,mauve
40854,,,,,,oxfendazole (usan)
409071,,,,,,cinerubin b
40926,,,,,,Pentostatin
410191,,,,,,"2,3-quinizarindicarbonitrile"
4112,,,,,,d-amethopterin
4122,,,,,,nocodazole
412232,,,,,,olivomycin
415676,,,,,,thioflavine s
